date,open,high,low,close,vwap,vol
1737158400,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737172800,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737187200,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737201600,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737216000,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737230400,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737244800,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737259200,1.0004,1.0005,1.0004,1.0005,1.0004,108113.74039
1737273600,1.0005,1.0005,1.0005,1.0005,1.0005,48274.48259
1737288000,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737302400,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737316800,1.0005,1.0005,1.0005,1.0005,1.0005,645.65040
1737331200,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737345600,1.0005,1.0005,0.9990,0.9990,0.9999,134.59790
1737360000,0.9990,0.9990,0.9990,0.9990,0.0000,0.00000
1737374400,0.9990,0.9990,0.9990,0.9990,0.0000,0.00000
1737388800,0.9990,0.9990,0.9990,0.9990,0.0000,0.00000
1737403200,1.0004,1.0004,1.0004,1.0004,1.0004,36.68533
1737417600,1.0004,1.0004,1.0004,1.0004,0.0000,0.00000
1737432000,1.0004,1.0004,1.0004,1.0004,0.0000,0.00000
1737446400,0.9991,0.9991,0.9990,0.9990,0.9990,2677.03221
1737460800,1.0004,1.0005,1.0004,1.0005,1.0004,36.68166
1737475200,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737489600,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737504000,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737518400,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737532800,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737547200,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737561600,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737576000,1.0004,1.0004,1.0004,1.0004,1.0004,36.68533
1737590400,1.0004,1.0004,1.0004,1.0004,0.0000,0.00000
1737604800,1.0004,1.0004,1.0004,1.0004,0.0000,0.00000
1737619200,0.9991,0.9991,0.9991,0.9991,0.9991,33.00429
1737633600,0.9991,1.0005,0.9991,1.0005,1.0002,64.97831
1737648000,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737662400,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737676800,0.9991,1.0004,0.9990,1.0004,0.9995,165.03064
1737691200,1.0004,1.0004,1.0004,1.0004,0.0000,0.00000
1737705600,1.0004,1.0005,1.0004,1.0005,1.0004,53.59480
1737720000,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
1737734400,1.0005,1.0005,1.0005,1.0005,0.0000,0.00000
