Generation,Max,Min,Mean,Std,Cost Time
1,0.0023972445633262396,0.001012400258332491,0.0015251607401296496,0.00045478835818357766,385.86619687080383
2,0.0023972445633262396,0.0016361578600481153,0.00215083546936512,0.0003306161379441619,265.0383951663971
3,0.0026301825419068336,0.0016361578600481153,0.0021409541368484497,0.00039789153379388154,91.69345808029175
4,0.0026301825419068336,0.0016361578600481153,0.0022283061407506466,0.0004645532462745905,78.89278244972229
5,0.0026301825419068336,0.0016361578600481153,0.0022687374148517847,0.0004673546936828643,81.0261960029602
6,0.002663161838427186,0.0016361578600481153,0.0022615455090999603,0.0004845355579163879,84.96413898468018
7,0.002663161838427186,0.0016361578600481153,0.0022702994756400585,0.0004913512384518981,83.02406358718872
8,0.002663161838427186,0.0016361578600481153,0.0021496599074453115,0.0005135019891895354,85.33867263793945
9,0.002663161838427186,0.0016361578600481153,0.0022756580729037523,0.0004953911993652582,84.78858757019043
10,0.00285541545599699,0.0016361578600481153,0.002310022711753845,0.0005253052222542465,87.73447942733765
11,0.00285541545599699,0.0016361578600481153,0.002268836833536625,0.0005640250747092068,89.84428691864014
12,0.00285541545599699,0.0016361578600481153,0.0023981938138604164,0.0005902705597691238,86.18610668182373
13,0.00285541545599699,0.0016361578600481153,0.0023981938138604164,0.0005902705597691238,90.45227313041687
14,0.00285541545599699,0.0016361578600481153,0.0021388602908700705,0.000566841394174844,80.88771533966064
15,0.00285541545599699,0.0016361578600481153,0.0022849650122225285,0.0005784663371741772,79.16022825241089
16,0.00285541545599699,0.0016361578600481153,0.0023981938138604164,0.0005902705597691238,73.37599563598633
17,0.00285541545599699,0.0016361578600481153,0.0023981938138604164,0.0005902705597691238,99.62292742729187
18,0.0028795902617275715,0.0016361578600481153,0.0024012157227844,0.0005926605663262308,93.95595622062683
19,0.0028795902617275715,0.0016358483117073774,0.0024028883781284094,0.0005942675052210689,108.09673500061035
20,0.0028795902617275715,0.0016361578600481153,0.0024209702387452126,0.000583211425691843,95.83417773246765
21,0.0028795902617275715,0.0016361578600481153,0.0024263940285891294,0.0005378950154408813,103.94982481002808
22,0.0028795902617275715,0.0016361578600481153,0.0027241611387580633,0.00041122661787085235,105.08758497238159
23,0.0028795902617275715,0.0016361578600481153,0.002628578804433346,0.0004459499614313245,110.74111938476562
24,0.0028795902617275715,0.0016361578600481153,0.002717158989980817,0.0004087559354957193,108.61675453186035
25,0.0028795902617275715,0.0016361578600481153,0.0027241611387580633,0.00041122661787085235,106.15868139266968
26,0.0030893338844180107,0.0016361578600481153,0.0027503790333867073,0.0004266955074854195,148.46433305740356
27,0.003110427176579833,0.0016361578600481153,0.0028805704787373543,0.0004756478010676801,137.58404088020325
28,0.003110427176579833,0.0016361578600481153,0.002817779779434204,0.0005284396465867758,139.67026019096375
29,0.003110427176579833,0.0016361578600481153,0.002532284939661622,0.0005995763931423426,114.4446861743927
30,0.003110427176579833,0.0016361578600481153,0.002559168729931116,0.0007116810302250087,113.34140634536743
31,0.003110427176579833,0.0016361578600481153,0.002620227634906769,0.0006482184398919344,102.21676087379456
32,0.003203696571290493,0.0016361578600481153,0.0025637075304985046,0.0007192766643129289,100.70663380622864
