Generation,Max,Min,Mean,Std,Cost Time
1,0.00284584634937346,-0.003258572891354561,0.0006965573411434889,0.0006680461228825152,70.9984884262085
2,0.0036023897118866444,-0.0006986435619182885,0.0009744948474690318,0.00067706941626966,67.99171662330627
3,0.005264402832835913,-0.002196043264120817,0.0015529474476352334,0.0009597867028787732,67.76198148727417
4,0.005426523741334677,-0.0012560960603877902,0.001677986467257142,0.0012054794933646917,75.80602192878723
5,0.005850492976605892,-0.0023770376574248075,0.0021760703530162573,0.0015132914995774627,78.74800634384155
6,0.005850492976605892,-0.0007555094780400395,0.003876267233863473,0.00190771056804806,79.57996726036072
7,0.006156048271805048,0.00045691870036534965,0.005351516883820295,0.0010562881361693144,76.9983263015747
8,0.006541763432323933,0.00048780450015328825,0.005459358915686607,0.0010869380785152316,77.2967643737793
9,0.006656324025243521,0.00045691870036534965,0.0058129578828811646,0.0010963794775307178,75.21686887741089
10,0.0068486835807561874,0.00045691870036534965,0.005968489218503237,0.0013807908399030566,75.22973895072937
11,0.006927377078682184,0.00045691870036534965,0.006327854935079813,0.0010751503286883235,76.3811867237091
12,0.007025389466434717,0.00045691870036534965,0.006068135146051645,0.0014752112329006195,74.94358539581299
13,0.007082671392709017,0.00045691870036534965,0.005999528802931309,0.0016542115481570363,76.6576600074768
14,0.007083273958414793,0.0004869075200986117,0.006371987983584404,0.0013142595998942852,75.66249895095825
15,0.007229427807033062,0.0008259604801423848,0.006122441962361336,0.0016080666100606322,76.34195733070374
16,0.007229427807033062,0.0009776238584890962,0.006300121545791626,0.0014799012569710612,77.44098734855652
17,0.007320536766201258,0.0004986880230717361,0.006286586169153452,0.001676348503679037,77.4709780216217
18,0.007345015648752451,0.0007442669593729079,0.0064927637577056885,0.0016314787790179253,78.41488981246948
19,0.00752960005775094,0.00045691870036534965,0.0068362862803041935,0.001348159508779645,77.00136637687683
20,0.0076040481217205524,0.0010534198954701424,0.00699145020917058,0.0012884011957794428,75.38298535346985
21,0.007698782254010439,0.0004181953554507345,0.006936648860573769,0.0016527201514691114,76.691002368927
22,0.007724313531070948,0.00045691870036534965,0.007240112405270338,0.0012818069662898779,74.41272473335266
23,0.007728630676865578,0.0019247903255745769,0.007309959270060062,0.0011890751775354147,76.1967761516571
24,0.007738614454865456,0.0004333174438215792,0.007118117529898882,0.001618749345652759,77.55315113067627
25,0.0077445548959076405,0.00045691870036534965,0.007127250079065561,0.0016297389520332217,74.73348784446716
26,0.007749239448457956,0.00045691870036534965,0.007279435638338327,0.0014059782261028886,77.08917331695557
27,0.007776783779263496,0.00045691870036534965,0.007230512797832489,0.001465214998461306,72.25578904151917
28,0.007820299826562405,0.0004181953554507345,0.0072259134612977505,0.0015377679374068975,72.19804811477661
29,0.007845752872526646,8.341635839315131e-05,0.0068907043896615505,0.0019899706821888685,77.6933319568634
30,0.00800161249935627,0.0003017675771843642,0.0071306293830275536,0.001768735470250249,74.70685815811157
31,0.008085610345005989,0.0004181953554507345,0.0073797754012048244,0.0014836176997050643,73.70651650428772
32,0.00809508841484785,0.001949208788573742,0.007559420540928841,0.001298797782510519,76.60262966156006
33,0.008105942979454994,0.00045691870036534965,0.007506056688725948,0.001598638715222478,72.57930445671082
34,0.008199576288461685,0.0005416173371486366,0.007722324691712856,0.0011367207625880837,78.20286345481873
35,0.008199576288461685,0.00045691870036534965,0.007581058423966169,0.0015779221430420876,75.28562450408936
36,0.00829247385263443,0.001949208788573742,0.007665334269404411,0.0013947183033451438,74.88769125938416
37,0.008390265516936779,0.00045691870036534965,0.007631927728652954,0.0017156185349449515,74.62335729598999
38,0.008425766602158546,0.0004181953554507345,0.007685592398047447,0.0017695236019790173,72.60446572303772
39,0.008475098758935928,0.0007053572335280478,0.008052282966673374,0.0011880621314048767,72.93284296989441
40,0.008475098758935928,0.002008400158956647,0.00821445882320404,0.000892042473424226,72.7602105140686
41,0.008491549640893936,0.00045691870036534965,0.008129260502755642,0.001276580267585814,75.11837363243103
42,0.00849994458258152,0.00045691870036534965,0.007748892065137625,0.002029738388955593,78.79279804229736
